age,fnlwgt,hours-per-week,race
70,89787,20,0
55,164857,40,0
27,257124,35,0
31,227446,40,0
43,125461,55,0
24,189749,40,0
22,176321,40,0
26,284250,40,1
23,101885,40,0
41,134130,60,0
52,260938,40,0
41,238184,40,0
59,148626,40,0
56,48102,50,0
58,234213,48,0
65,113323,40,0
24,34246,40,2
51,175070,45,0
31,279680,45,0
84,188328,16,0
51,96609,40,0
24,84257,50,0
30,275632,45,0
22,385540,40,0
30,196342,40,0
47,97176,40,0
19,197714,35,0
43,147099,36,0
30,186346,50,0
46,73434,45,0
49,275074,60,0
37,209214,40,0
42,210525,40,0
57,372020,50,0
46,176684,40,0
23,210474,20,0
26,293690,58,0
64,149775,8,0
20,323009,40,0
31,126950,40,0
38,172538,40,0
44,115411,40,0
42,101709,40,2
23,265356,40,0
31,192565,90,0
35,348771,36,0
30,148959,35,0
35,126569,20,0
40,105936,38,0
18,188076,20,0
23,184400,30,2
63,124242,40,1
20,200819,40,0
50,100480,60,0
49,129513,45,0
53,297796,40,0
34,195488,40,0
54,153486,56,0
40,126845,40,0
22,206974,40,0
28,412149,35,0
24,653574,40,0
37,70562,48,0
62,197514,16,0
19,309284,40,0
51,334679,40,2
65,105116,40,0
31,151484,8,0
42,78765,90,0
42,98427,35,1
54,230767,40,0
23,117606,60,0
28,68642,46,0
42,341638,40,0
30,65920,40,1
33,188246,40,0
33,198727,40,0
39,160728,40,0
27,706026,40,0
20,348148,40,1
62,77884,40,2
17,160758,30,0
58,201112,55,1
69,107850,40,0
34,230246,42,0
34,203034,50,0
20,373935,35,0
64,341695,40,0
27,119793,55,0
41,178002,40,0
40,233130,40,0
53,192982,38,0
44,33155,45,0
37,187346,40,0
46,78529,60,0
17,101626,20,0
35,117567,40,0
36,110791,40,0
49,207120,40,0
48,43206,25,0
26,120238,40,0
26,189219,8,0
35,190895,40,0
29,83517,40,0
54,35557,50,0
36,59313,40,1
25,202033,40,0
18,55658,25,0
21,118186,20,1
22,279901,40,1
52,110954,45,0
36,90159,40,0
25,122489,60,0
49,43348,70,0
42,34278,50,0
37,37778,54,0
39,160623,40,0
32,342458,40,0
53,64322,40,0
30,373914,40,0
51,205884,40,0
62,208266,40,1
38,222450,40,0
23,348420,40,0
39,136081,40,0
37,197284,40,0
27,204773,40,0
41,206066,40,0
47,61885,40,0
25,299908,40,1
35,46028,50,0
47,239865,45,0
30,154587,40,0
29,244473,40,0
36,32334,50,0
42,319588,60,0
51,226735,40,1
34,226443,40,0
44,359259,60,0
27,36851,41,0
39,393480,40,1
46,33109,40,0
32,188246,62,0
31,231569,50,1
23,353010,35,0
47,102628,55,0
66,262285,99,0
26,160300,40,0
52,156953,40,0
53,136823,30,0
48,160724,40,2
37,86459,50,0
17,238628,5,0
50,339954,40,0
28,222005,40,0
17,99893,40,1
39,214117,40,1
28,298661,40,1
38,179488,40,0
53,48343,40,0
28,100270,40,0
42,227065,32,0
40,126701,45,0
20,209131,40,0
32,400132,40,0
23,278155,40,0
25,139012,40,2
41,178431,40,2
42,511068,40,0
18,199039,14,0
29,190525,60,0
36,115700,50,0
34,167832,40,0
34,218164,44,0
48,171926,50,0
36,242080,80,0
67,223257,40,0
53,386773,40,0
53,105478,40,0
45,140644,45,0
22,205970,35,0
25,216583,43,0
61,162432,40,0
31,83671,40,1
47,205100,38,0
31,195750,45,0
17,220562,32,4
38,312232,50,0
23,386337,40,1
42,86185,40,3
78,105586,36,2
54,103345,40,0
26,150553,50,2
30,26009,35,0
46,149388,40,0
26,151626,45,1
30,169583,35,0
66,174486,35,1
23,160951,40,1
25,213383,40,0
32,103078,40,0
25,109526,38,0
51,142835,40,0
24,43475,40,0
22,190916,40,0
28,175987,40,0
29,214385,20,1
26,192652,40,0
41,207685,40,0
19,143857,35,0
39,163392,26,2
51,310774,50,0
29,427965,20,1
27,279608,40,0
33,312881,40,1
19,175083,8,0
67,132057,20,1
41,32878,45,0
29,360527,40,0
28,99478,40,1
25,113035,40,0
21,99199,36,0
24,452640,50,0
48,236858,31,0
46,201865,60,0
35,268661,50,0
35,475324,40,0
50,117295,40,0
22,65704,40,0
45,192835,40,0
62,76720,40,0
39,180686,45,0
33,133876,40,0
22,123727,30,0
50,129956,48,0
25,96268,40,0
44,317320,40,0
26,86872,40,0
31,100863,50,0
56,164332,15,0
49,122584,40,0
49,34377,40,0
46,162030,43,0
33,199170,40,1
25,470203,30,0
40,266803,40,0
72,188009,30,0
32,513416,10,0
44,98211,55,0
48,196107,30,0
17,108273,12,0
50,213290,36,0
61,96660,34,0
22,412316,40,1
17,120068,17,0
49,101722,60,0
26,120268,50,0
19,144429,10,0
17,271122,16,0
38,255621,40,0
34,90934,40,2
51,162745,50,0
48,128460,42,0
63,30813,50,0
19,164585,40,0
73,148003,36,0
51,215647,43,0
38,300975,40,1
54,421561,40,0
41,149909,40,0
65,240857,40,0
36,138940,50,0
42,66755,40,4
38,103323,40,0
20,117222,40,0
37,29145,50,0
35,184659,40,0
51,20795,40,0
23,311376,40,0
27,122660,40,1
19,137578,16,0
37,193689,42,0
29,144556,45,0
33,228696,32,0
60,184183,40,0
22,243178,20,0
22,236330,20,1
60,190682,37,1
35,233786,20,0
45,102202,40,0
30,95299,40,2
43,240504,70,0
32,169973,38,0
35,144937,42,0
32,211751,40,1
61,84587,40,2
40,150874,40,0
20,187332,30,0
42,188615,60,0
21,119704,35,0
21,275190,20,0
26,417941,40,0
36,196348,60,0
24,221955,40,0
47,173938,57,0
51,123429,30,0
65,143732,40,1
61,203126,12,0
67,174693,25,0
49,357540,25,0
63,29859,40,0
58,314092,48,0
61,280088,40,0
36,257380,35,1
19,165306,40,2
29,109001,35,0
43,266439,40,0
60,153356,55,1
21,32950,40,0
22,182163,40,0
33,188246,65,0
36,297335,50,2
37,108366,46,0
35,328301,40,0
17,182158,30,0
37,169426,60,0
22,330571,45,0
28,535978,40,0
42,29393,40,0
57,258883,60,0
26,369166,65,0
45,257855,50,1
32,164197,44,0
63,109517,43,0
22,112137,20,2
36,160035,55,0
45,50567,40,0
34,140011,55,0
27,271328,60,0
20,183083,20,0
47,159869,56,0
46,102542,52,0
28,297742,40,0
45,176917,40,0
26,165235,40,2
32,52647,45,0
30,48542,40,0
59,279232,40,0
58,259929,43,0
45,221780,30,0
76,253408,40,0
38,298841,40,0
32,321313,40,1
38,64875,50,0
30,275232,36,1
53,134854,40,0
41,67339,40,0
27,192355,50,0
44,208528,30,0
35,160120,50,2
36,250238,40,4
51,25031,10,0
42,255847,40,0
40,26892,50,0
45,111979,40,0
55,408537,37,0
36,231037,40,0
57,30030,40,1
27,292120,45,0
62,138253,40,0
29,190777,55,0
38,41591,30,3
29,186733,50,0
18,78567,30,0
19,140590,30,1
32,230912,40,0
34,176185,40,0
25,182227,55,0
34,205704,35,0
37,24342,38,0
37,138192,45,0
18,334676,25,0
24,177526,40,0
17,152696,30,0
35,114765,40,0
31,265509,32,1
29,180758,60,0
49,127921,40,0
71,177906,10,0
35,182898,40,0
55,422249,50,0
37,222450,40,0
33,190027,18,1
49,281647,45,0
32,117963,45,0
63,319121,40,1
39,225504,40,0
42,104334,40,0
30,48214,50,0
30,145714,40,0
48,38240,40,0
57,27385,10,0
56,204254,45,1
28,411587,40,0
43,221172,24,0
46,54190,60,0
60,93997,45,0
50,24139,65,0
37,112497,50,0
41,138907,40,1
38,186325,38,0
23,199452,40,0
59,126677,50,0
72,107814,60,0
47,93618,33,0
29,353352,40,0
35,143058,60,0
24,239663,15,0
22,167615,40,0
24,442274,40,0
42,149210,45,0
55,174533,72,0
40,50093,20,0
61,270056,40,2
58,131991,72,0
39,126336,40,0
45,341117,50,0
25,108505,45,0
69,106566,50,0
36,74791,60,0
34,24266,40,0
45,267967,45,0
27,181284,45,1
28,102533,40,1
27,69757,60,0
41,210094,40,0
18,389147,30,1
44,210648,40,0
47,94809,45,0
36,298717,40,0
66,236879,40,0
33,170148,45,0
39,166497,40,0
30,247156,40,1
34,204052,40,0
62,122246,32,0
21,180339,45,0
50,155574,50,0
30,114912,60,0
43,193882,40,0
19,112269,40,0
26,171928,50,0
50,95435,65,0
45,179638,40,0
46,125892,50,0
17,721712,15,0
56,197369,40,0
25,353795,40,1
47,334679,42,2
23,235853,45,0
51,353281,20,0
19,203061,25,0
33,62932,40,0
32,118551,80,0
52,99184,40,0
36,189674,40,1
34,226883,40,0
26,109564,40,0
26,66872,98,4
35,268292,40,0
58,139290,40,0
32,206541,50,0
23,203139,40,0
28,294398,40,1
20,386864,35,0
17,369909,20,0
56,89922,45,0
26,176008,40,0
43,241506,36,0
45,174426,35,0
34,167497,50,0
54,292673,35,0
51,134808,40,0
58,95763,60,0
49,83622,40,0
21,222490,40,0
44,29115,40,0
26,66638,50,0
39,53926,40,0
19,43739,40,0
37,104359,40,0
49,124604,32,0
45,114797,40,1
60,67320,40,1
28,53147,40,1
23,13769,30,3
44,202872,45,0
19,149528,12,0
37,132879,40,0
41,112362,38,0
56,156229,40,0
44,131650,54,0
30,154568,36,2
23,132300,40,0
44,124747,40,0
38,276559,70,0
32,106014,50,0
57,135134,20,0
35,86648,50,0
48,107231,50,0
32,113838,99,0
76,25319,15,0
57,190561,30,1
58,150031,40,0
51,48343,50,0
50,211116,40,1
38,226311,25,0
53,283743,40,0
59,64102,20,0
23,234663,40,0
44,247880,40,0
23,615367,40,0
23,163090,20,0
44,192225,40,0
30,370183,40,0
28,242482,40,0
46,169953,40,0
34,144182,25,1
38,125933,45,0
26,203777,37,1
39,210991,40,0
28,472580,40,1
33,200289,19,2
43,289669,40,0
30,110622,40,2
59,139616,50,0
26,39212,45,0
28,51961,24,1
48,117849,40,0
49,50748,35,0
41,170214,40,0
20,151790,30,0
49,168211,40,0
37,117651,40,0
18,157131,8,0
61,225970,40,0
26,177951,48,0
66,134130,12,0
68,191581,40,0
27,199172,40,0
66,262552,7,0
28,66434,15,0
26,77661,40,0
25,230856,40,1
46,192835,48,0
62,181014,40,0
35,200445,40,0
26,37918,60,0
40,111020,40,0
31,244665,45,0
52,312477,40,0
61,243493,12,1
39,152023,40,0
25,104193,40,0
47,170850,48,0
33,137088,40,4
17,340557,25,0
26,298225,45,0
25,114150,40,0
39,194668,16,0
33,188246,45,0
46,330901,40,1
27,80165,20,0
48,83444,40,0
29,85572,5,0
40,116632,40,0
24,139989,40,1
55,135803,35,4
56,75785,40,0
25,248612,30,0
36,28572,50,0
26,31143,45,0
37,216924,44,0
36,549174,40,0
23,111296,50,0
25,208881,60,0
36,243666,40,1
37,327164,70,0
39,131288,48,0
35,257416,40,1
33,215288,40,1
31,58582,46,0
49,199378,22,0
34,114185,50,0
40,137421,60,2
27,216481,40,0
50,196504,23,0
38,357870,50,1
55,256335,40,1
49,168191,70,0
40,215596,40,4
42,184682,30,0
51,171914,50,0
27,288229,50,2
30,144064,40,0
70,54849,20,0
40,141583,40,1
43,180985,35,0
24,148709,40,0
22,174626,40,0
38,184801,60,0
52,89054,40,0
32,147284,50,0
33,169973,40,0
21,222993,40,0
27,41099,50,0
31,33117,50,0
29,162551,40,2
49,122066,40,0
61,42938,7,0
46,389843,50,0
37,138940,40,0
56,141877,40,0
37,172722,40,0
26,118523,40,0
31,227886,35,1
36,80743,40,2
52,199688,45,0
40,225823,60,0
21,176486,60,0
63,175777,40,1
30,295010,40,0
30,437825,20,0
50,270194,60,0
41,242089,45,0
39,117555,60,0
23,146499,48,0
52,222405,40,1
17,216595,20,1
46,157991,40,1
26,373553,42,0
30,194827,40,0
23,60331,50,0
21,96483,12,2
39,211154,55,0
37,247750,40,1
40,204235,50,0
38,197113,20,1
47,178341,60,0
20,293297,35,0
35,35330,40,0
62,202056,40,0
32,61898,15,0
42,1097453,60,0
32,176992,40,0
27,295289,30,1
53,298215,45,0
28,209934,25,0
26,164938,40,0
47,423222,45,0
23,124259,40,1
70,232871,30,0
41,73199,40,2
43,27661,45,0
65,461715,25,0
40,89413,40,0
64,31826,45,0
40,279679,45,0
43,221172,35,0
50,222020,48,0
19,181265,30,0
32,261056,60,1
32,204792,40,0
42,384508,50,0
41,288568,40,0
30,182714,40,0
20,471452,30,0
45,264052,40,0
42,146659,50,0
24,203027,40,0
43,218309,50,0
28,133625,40,1
35,45937,40,0
36,389850,50,1
38,201617,40,0
32,114733,35,0
50,97778,40,0
34,149507,55,0
35,82622,40,0
30,48014,40,0
61,162678,40,0
27,213842,38,0
61,221447,40,1
18,426836,40,0
31,206609,40,0
31,50276,60,0
20,180497,40,1
35,220585,40,0
51,202752,40,1
43,75993,40,0
18,170544,20,0
55,115439,40,0
59,24384,40,0
21,209067,40,0
22,65225,40,0
60,27466,40,0
49,179869,40,0
21,442131,40,0
61,243283,40,0
64,316627,40,0
63,208862,40,0
27,38645,40,0
23,141272,30,1
41,29324,45,0
18,348588,25,1
40,124747,40,0
55,477867,40,0
17,218361,12,0
34,156809,60,0
24,267945,40,0
30,35724,45,0
29,187188,60,2
52,155983,40,0
57,414994,40,0
38,103474,45,0
43,211128,50,0
61,203445,40,0
38,38312,65,0
51,178241,40,1
40,260761,40,0
41,36924,40,0
19,292590,20,0
28,461929,40,0
59,189664,40,0
32,190577,40,0
31,344200,40,0
30,337494,48,0
54,52634,40,0
33,194901,42,0
20,170091,10,0
27,189399,40,0
32,205072,48,0
35,310290,40,1
27,134048,45,0
40,91959,46,0
34,153942,40,0
34,234096,40,0
38,185330,25,0
28,163772,40,4
65,83800,27,0
61,139391,16,0
18,478380,25,0
35,186845,50,0
45,262802,40,0
68,152157,20,0
25,114483,50,0
48,118023,13,0
19,220101,40,0
43,219424,50,1
54,186117,45,0
47,479611,50,0
25,80312,40,0
30,108386,40,0
67,125926,8,0
35,177102,40,0
26,190762,18,0
61,180632,40,0
54,88019,32,0
50,135339,40,2
32,100662,40,0
34,183557,25,0
36,160035,40,0
50,306790,40,0
28,269246,40,0
22,308334,19,0
58,215190,20,0
27,419146,75,0
62,176839,38,0
36,184456,55,0
21,309348,4,0
41,56795,45,0
28,201861,45,0
33,179509,40,0
54,291755,45,0
19,243941,25,3
76,117169,30,0
25,100903,25,0
34,159322,50,0
40,262872,40,0
22,187052,30,0
17,277583,15,0
55,169071,20,0
51,96190,40,0
26,61603,40,4
44,43711,48,0
65,197883,70,0
54,99434,40,0
34,177639,40,0
42,201723,40,0
26,222248,70,0
39,86143,40,2
46,228620,40,1
34,346034,40,0
59,87510,40,0
20,37932,50,0
34,185063,45,0
62,125493,40,0
51,159755,20,0
34,108837,40,0
47,110669,50,0
21,220115,20,0
30,45427,49,0
38,154669,60,0
45,261278,40,2
23,71864,35,0
34,173495,48,0
22,254293,40,0
31,111883,40,0
50,146429,40,0
19,472807,52,0
28,285294,45,1
23,184665,50,0
35,205852,40,0
28,83879,40,1
27,178564,30,0
46,168796,55,0
27,269444,40,0
25,47353,40,0
34,29254,70,0
33,155343,40,0
36,234271,40,0
30,257849,48,0
23,228230,47,0
36,227615,32,0
29,406826,45,0
50,27539,40,0
19,97261,40,0
20,232022,40,0
52,168539,40,0
20,515797,40,0
22,351381,40,0
34,161018,55,0
60,26721,40,0
19,164123,40,1
59,98418,20,0
36,29814,50,0
25,254613,40,0
49,207677,70,0
25,217030,30,0
50,171199,40,0
44,198270,43,0
28,131310,40,0
33,79923,20,0
40,475322,50,0
56,134286,45,0
56,73746,50,0
23,125525,42,0
38,155676,40,1
21,304949,10,0
67,150516,24,0
54,249096,40,0
50,164127,40,1
59,304779,40,0
51,157043,40,1
30,396538,29,0
42,510072,40,0
64,200017,20,0
61,60641,45,0
26,89326,40,0
47,200471,40,0
78,82815,3,0
24,117210,50,0
27,202206,40,0
51,123429,50,0
46,353512,40,0
55,26683,60,0
20,204641,40,0
30,225053,50,0
36,98776,30,0
19,263932,20,0
30,108247,40,0
31,369648,50,0
26,339324,96,0
59,145574,35,0
53,317313,60,0
24,162919,40,0
24,186314,54,0
36,254202,50,0
39,108140,50,0
53,287317,32,1
75,81534,35,2
36,35945,50,0
46,204928,40,0
56,208809,40,0
29,133625,40,1
60,71683,49,0
58,570562,38,0
67,36876,55,0
35,253006,38,0
39,50096,80,0
37,336880,50,0
54,135840,50,0
63,168048,30,0
47,187969,38,0
23,117363,40,0
55,256526,45,0
49,304416,40,0
39,248011,40,0
23,229826,40,0
19,159796,12,0
44,165346,40,0
25,25386,40,3
35,491000,40,1
23,247731,40,0
48,180532,40,0
48,189462,40,0
44,419134,40,1
55,170166,25,0
33,173495,50,0
18,423024,20,0
24,72119,30,0
32,19302,56,0
24,257621,20,0
44,118212,70,0
27,259840,45,0
39,115289,40,0
26,159662,40,0
34,379798,40,0
38,227945,65,0
41,36999,75,0
73,131982,5,2
32,124052,50,0
56,273084,40,1
59,170104,50,0
44,96249,60,0
35,140915,40,2
52,230657,40,4
30,195576,50,0
23,117767,40,0
43,112763,43,0
61,79827,50,0
38,103925,35,0
68,161744,16,0
41,106679,50,0
42,196514,40,0
48,61985,20,3
19,157605,40,0
31,137367,40,2
40,110862,50,0
32,74883,40,2
51,98642,40,0
44,144778,40,0
23,177787,30,0
30,103651,35,0
44,162108,45,0
24,217602,60,0
34,473133,60,0
17,113301,12,0
61,80896,45,2
30,168387,40,0
45,38950,40,0
22,107801,40,0
49,191277,40,0
39,205359,45,0
39,240226,40,1
34,203357,40,0
52,153064,40,0
24,202959,40,0
38,105150,45,0
19,238474,40,0
24,1085515,30,0
25,82560,43,0
71,55965,10,0
27,161087,40,1
28,261278,40,1
54,182187,38,1
18,138917,10,1
49,200198,40,1
36,205359,25,0
57,250201,50,0
56,67153,40,0
17,244523,20,0
30,236599,50,0
41,108713,40,0
26,177147,40,0
61,129246,48,0
50,222381,40,0
24,145111,45,0
44,62258,40,0
38,108293,40,0
61,167284,40,1
25,97789,50,0
34,111415,70,0
38,374524,40,0
42,287244,55,0
17,341395,20,1
48,278039,40,0
38,98360,40,0
52,317032,50,0
55,294395,40,0
41,240900,20,0
45,32896,35,0
49,97411,45,2
19,72355,20,0
39,342448,45,0
43,187702,45,0
42,303388,65,0
17,112291,12,0
30,208668,25,1
61,28375,70,0
48,207277,40,0
60,88675,40,0
57,47857,40,0
27,372500,45,0
24,190968,48,0
41,37997,84,0
42,257328,40,0
34,127610,15,0
22,139324,36,1
47,164423,43,0
50,104501,40,0
30,56121,40,0
38,296212,45,0
31,157640,55,0
44,222504,45,0
34,261023,38,0
52,146567,40,1
34,116910,50,0
31,132601,40,0
68,185537,20,0
22,500720,40,0
42,182108,35,0
37,231491,35,0
36,239415,35,0
38,179262,30,0
72,121004,55,0
40,252392,40,0
19,163578,30,0
55,143266,50,0
30,285902,40,0
52,113094,40,0
29,278637,45,0
41,174540,4,1
29,188729,45,0
24,72143,20,0
46,328216,45,0
44,165815,60,0
17,317702,15,1
35,215323,35,0
38,192939,40,0
36,156352,40,0
24,155066,60,0
38,152621,99,0
19,298891,40,0
30,193298,45,0
36,150309,40,3
27,384308,45,0
27,305647,40,0
66,182378,30,0
65,23494,40,1
37,421633,40,1
17,57723,30,0
19,307837,40,0
57,103540,50,1
54,136224,30,0
21,231573,40,0
43,242804,40,0
50,163671,40,0
38,287701,48,0
31,187560,40,0
41,222504,38,0
20,41356,40,0
28,59335,15,0
62,84756,35,0
41,407425,40,1
37,162424,45,0
53,175456,30,0
28,52603,50,0
23,250630,30,0
46,233974,35,0
28,376302,45,0
50,195638,40,0
19,225775,45,0
84,388384,10,1
48,219021,35,0
61,168654,20,0
44,180609,42,0
32,114746,60,2
25,178037,35,0
47,160045,40,0
19,268524,15,0
37,174844,17,0
28,82488,40,2
34,221167,40,0
32,48014,35,0
24,217226,30,0
22,177902,25,2
30,39386,99,1
56,37394,40,0
30,115426,40,0
28,114158,26,0
40,119101,68,0
28,360527,45,0
39,225544,40,0
33,108438,40,0
23,230315,40,2
32,158002,55,0
37,179468,40,0
71,99894,75,2
30,270889,40,0
20,42279,40,0
53,167380,50,0
42,274913,45,0
44,35910,56,0
26,68001,40,0
21,27162,16,0
37,286146,40,1
36,95462,40,0
25,50103,40,0
54,511668,43,0
38,189679,50,0
29,115064,40,0
20,215443,38,0
32,174789,50,0
24,91999,20,0
59,100931,40,0
56,119069,40,0
40,277488,84,0
35,265662,40,0
38,114591,40,0
24,227594,20,0
30,129707,40,0
61,175032,40,0
36,133569,40,0
20,308654,20,2
36,156084,40,0
45,380127,40,0
22,210781,40,0
31,189759,40,0
34,258675,40,0
24,223367,40,0
42,204817,35,1
23,409230,25,0
46,308077,40,0
60,159049,70,0
40,353142,40,1
55,143030,40,0
47,304857,40,0
28,30912,43,0
55,125000,60,0
47,181363,40,0
54,338620,52,0
32,115989,60,0
38,111128,40,0
61,201273,40,0
62,137354,40,2
29,133420,40,0
26,192208,32,1
19,220001,50,0
40,352612,40,0
36,169426,40,0
42,319016,45,0
55,119751,40,2
55,202220,35,1
43,99220,40,0
39,111275,40,0
38,261241,45,0
28,261725,40,0
36,182013,40,0
49,40666,50,0
41,216461,40,1
60,320376,40,0
35,282951,70,0
36,166697,40,0
51,290856,40,0
23,455361,40,0
51,82783,40,0
17,56536,18,0
33,109959,25,0
50,177927,40,0
38,192337,40,0
18,236272,35,0
26,33610,40,0
21,209483,47,0
26,247006,52,0
30,311913,40,0
39,204756,20,0
33,300681,40,1
42,24264,38,0
28,266070,50,0
20,226978,35,0
66,362165,25,1
31,341672,50,2
36,179488,40,0
39,243872,40,0
52,259583,40,0
61,159822,40,0
27,219863,40,0
45,206947,50,0
21,245572,40,3
25,38488,40,0
24,182504,25,0
38,193815,55,0
51,521665,24,0
29,46442,50,0
45,60267,38,0
59,264357,50,0
41,191814,40,0
23,107882,40,0
43,174575,45,0
17,143331,20,0
32,126132,50,0
42,198619,40,0
68,211287,40,0
55,238192,40,0
43,257780,40,0
61,183355,40,0
28,148429,40,0
47,71221,60,0
21,236769,40,0
39,32146,40,0
39,347491,46,0
34,180714,40,1
57,188877,40,0
27,306747,40,1
21,478457,12,1
25,248990,40,0
51,46281,50,0
35,148015,40,1
19,278115,12,0
27,190525,55,0
34,176673,35,1
33,202366,32,0
36,238415,40,0
33,37939,35,0
60,35649,40,0
42,383493,50,0
47,204900,40,1
42,20809,75,0
34,148207,65,0
21,200153,32,0
30,169496,15,0
53,22978,50,0
34,366898,40,0
37,324947,40,0
27,321577,40,1
31,241360,40,0
30,207564,40,0
33,220860,45,0
41,336571,40,0
23,56402,30,0
65,180280,40,0
30,81282,40,0
51,86332,55,0
30,27051,40,0
49,287647,45,0
37,183735,30,0
42,100800,40,0
62,155094,45,0
67,102693,35,0
31,151053,40,0
50,548361,20,0
33,173858,40,2
27,347153,40,0
31,319146,40,0
35,197719,40,3
55,197114,6,0
54,109418,35,0
56,182062,48,0
21,184543,40,0
66,175558,20,0
46,122026,50,0
23,340543,38,0
43,101950,45,0
40,179508,55,0
52,225317,40,0
59,53304,50,0
36,282602,40,1
33,184016,40,0
20,250165,40,0
21,196467,35,0
59,220783,40,0
42,178780,50,0
62,65868,43,0
54,35459,40,0
35,98986,30,0
36,282092,40,0
21,140764,45,0
30,33124,14,0
46,90042,40,0
32,102986,40,2
21,214387,64,0
39,180667,40,0
54,278329,43,0
32,184440,40,0
23,140462,40,0
42,202565,40,0
62,181063,30,0
28,287268,35,0
28,215955,40,0
35,82552,40,0
19,41745,40,0
27,73587,35,1
54,263925,50,0
19,196119,35,0
27,284741,30,0
30,293936,50,0
35,340428,35,0
66,175891,40,0
19,276973,20,0
30,161599,40,0
32,144064,40,0
31,236391,40,0
26,224943,65,1
44,151294,25,0
52,68982,50,0
30,241885,40,0
32,189461,60,0
19,36012,40,0
33,85355,30,0
20,157595,40,0
61,197286,40,0
33,362747,35,1
24,395297,35,0
31,144949,60,0
20,163665,20,0
32,141490,50,0
29,147889,40,0
61,232808,24,0
48,70668,50,0
29,33315,40,0
61,63526,52,1
34,591711,48,1
22,200318,15,0
32,97723,40,0
38,109231,40,0
27,102889,40,0
26,167106,40,2
35,182898,40,0
62,197918,40,0
28,67386,40,0
50,126592,40,1
34,49469,50,0
37,119929,40,0
63,158199,44,0
35,341102,40,1
55,101524,40,0
40,202872,40,0
25,195201,50,4
51,128272,40,0
37,263094,40,0
54,357596,55,0
47,102628,40,0
26,171114,40,0
46,216414,40,0
24,127753,40,0
19,282698,80,0
35,139364,40,0
36,312785,35,1
18,92864,20,0
46,175428,40,0
30,104223,32,1
29,144784,40,1
65,178934,20,1
41,211253,40,0
34,133122,40,0
58,103540,40,1
39,172700,40,1
21,282484,40,0
31,323055,50,0
33,291494,50,0
28,214702,60,0
32,116055,35,1
32,226696,55,0
31,216827,40,1
41,153132,40,0
48,307440,45,2
27,278122,40,0
45,122195,40,1
34,156890,50,0
17,36877,10,0
25,131178,23,1
34,62396,62,0
33,73054,40,0
21,96844,20,0
22,324922,50,0
61,130684,42,0
40,178983,30,0
58,81038,12,0
30,151967,58,0
24,278107,60,0
52,183146,50,0
50,183638,40,0
49,247892,30,1
22,221480,40,0
32,118551,35,0
21,518530,40,0
25,193787,50,0
34,157466,45,0
48,141511,45,0
61,158712,99,0
21,252253,40,1
20,200450,52,0
30,343789,40,0
44,277647,40,0
44,291566,60,1
29,151382,60,0
31,221167,35,0
35,196178,40,0
27,302422,40,0
26,37379,45,0
37,82540,70,0
33,182926,40,0
44,159911,55,0
34,212781,40,0
28,207213,5,0
30,200192,45,0
41,180096,35,0
23,192812,40,0
19,105908,70,0
48,373366,50,0
26,234190,20,0
32,260868,40,1
26,109097,48,0
36,171393,55,0
49,209146,40,0
33,289046,40,1
54,172281,40,0
36,73023,55,0
41,122626,48,0
27,113635,35,0
68,257269,35,0
21,191806,75,0
56,35723,40,0
40,30759,60,0
46,105327,40,0
55,376058,45,0
43,219307,40,1
46,208067,40,0
51,78631,60,3
19,210308,15,0
67,190661,50,0
31,594187,40,0
27,228476,50,0
21,126613,40,0
36,30267,50,0
23,216811,16,0
62,115763,40,0
31,199368,50,1
52,159755,40,0
39,188335,40,0
24,417668,30,0
55,141807,40,0
38,296317,40,0
36,164898,40,0
17,452406,15,1
27,42696,40,0
30,262994,40,1
43,167298,40,0
51,103529,30,1
47,97883,35,0
49,269417,50,0
34,199539,48,0
19,39460,60,0
79,62176,6,0
28,239130,40,0
41,151089,50,0
21,331611,50,0
31,203463,40,0
45,151518,45,0
23,39844,50,0
32,299635,50,0
67,123393,40,0
32,209538,55,0
35,238802,50,0
29,499197,40,0
38,200220,40,0
38,114059,60,0
18,434430,30,0
47,185385,24,0
22,225156,40,0
21,377931,48,0
27,133359,50,0
28,226891,30,2
32,201988,40,0
40,287008,55,0
23,151910,40,0
25,231714,40,0
44,178510,60,0
43,178866,25,0
31,110643,55,0
33,148261,40,0
41,217902,40,0
29,77207,30,0
32,377017,40,0
78,184759,15,0
64,80333,40,0
58,265086,50,0
55,102058,30,0
20,333843,40,0
35,296478,40,0
27,116662,40,0
37,353298,50,0
42,142424,40,0
47,200808,35,0
29,119052,40,1
33,168981,24,0
44,151780,40,1
70,237065,40,0
25,509866,78,0
24,249385,10,0
42,109462,40,1
53,250034,50,1
39,249720,60,1
72,258761,40,0
43,64048,44,0
25,153534,40,0
37,193815,45,0
27,255582,40,0
39,204527,50,0
64,159938,24,0
29,229341,50,0
50,128143,50,0
33,175479,40,0
18,301814,20,0
20,238917,32,0
32,205581,50,0
45,340341,40,0
48,147860,40,1
20,121023,40,0
23,259496,40,0
34,190228,48,0
43,180599,40,0
44,116358,40,2
47,180446,40,1
47,264244,40,1
46,197988,20,3
19,206599,40,0
51,313146,40,0
41,99212,40,0
37,340599,40,1
31,62932,40,0
25,44861,40,0
46,53893,40,0
53,152810,45,0
47,128401,40,0
28,336951,50,0
60,95445,46,0
43,54611,40,0
45,315984,50,0
28,210313,40,0
19,181020,30,0
51,120781,70,4
